id,bezirk,bezeichnung,strasse,plz,von,bis,zeit,veranstalter,Tel,Fax,mail,www,bemerkungen,Eintrittspreis,Änderungen
296,Spandau,"Spandauer Pfingstkonzert in der Wilhelmstadt
Pfingstfest an der Scharfen Lanke",Scharfe Lanke/Spandau-Wilhelmstadt,,23.05.2015,25.05.2015,"Sa 18:00-23:00
So 09:00-20:00
Mo 11:00-18:00",Partner für Spandau - Gesellschaft für Bezirksmarketing mbH,36 75 72 61,35 30 23 32,info@partner-fuer-spandau.de,www.partner-fuer-spandau.de,,K.A.,
298,Spandau,7. Run of Spirit im Evangelischen Johannesstift,Schönwalder Allee 26,13587,25.05.2015,25.05.2015,,Evangelisches Johannesstift,33 60 90,,info@evangelisches-johannesstift.de,www.evangelisches-johannesstift.de,,,
300,Spandau,Spandauer Kunstbörse,"Altstadt Spandau, Markt",,18.07.2015,18.07.2015,12:00-19:00,"Bezirksamt Spandau von Berlin, Abt. Jugend, Bildung, Kultur und Sport, Durchführung & Koordination: Sozial-kulturelle Netzwerke casa e. V.",382 52 81,,kontakt@casa-ev.de,www.casa-ev.de,,K.A.,
302,Spandau,Modellflugtage und 10. Kladower Radfestival,Militärhistorisches Museum Flugplatz Berlin-Gatow,14089,13.06.2015,14.06.2015,10:00-18:00,Militärhistorisches Museum Flugplatz Berlin-Gatow,36 87 26 01,,,www.mhm-gatow.de,"Anfahrt und Einlass über ""Am Flugplatz Gatow"" (Museumseingang)",Eintritt frei,
304,Spandau,21. Fête de la Musique,,,21.06.2015,21.06.2015,,"Fête Company, Wallstr. 15a, 10179 Berlin",,,hallo@fetedelamusique.de,www.fetedelamusique.de,Veranstaltungsorte und Uhrzeiten: siehe gesondertes Verzeichnis,Eintitt frei,Eintritt
306,Spandau,Jazz am Hafen,Kladower Hafen / Imchenallee,,03.07.2015,05.07.2015,"Fr 17:00-24:00
Sa 11:00-24:00
So 11:00-19:00",Partner für Spandau - Gesellschaft für Bezirksmarketing mbH,36 75 72 61,35 30 23 32,info@partner-fuer-spandau.de,www.partner-fuer-spandau.de,,K.A.,
308,Spandau,33. Bayern-Tag in der Spandauer Altstadt,Spandau - Marktplatz,,01.08.2015,01.08.2015,11:00-18:00,Partner für Spandau - Gesellschaft für Bezirksmarketing mbH,36 75 72 62,35 30 23 32,info@partner-fuer-spandau.de,www.partner-fuer-spandau.de,,K.A.,
310,Spandau,16. Spandauer Altstadtfest & WeinSommer,Rathausvorplatz und Altstadt Spandau,,27.08.2015,30.08.2015,"Do 15:00-23:00
Fr 11:00-24:00
Sa 11:00-24:00
So 11:00-20:00",Partner für Spandau - Gesellschaft für Bezirksmarketing mbH,36 75 72 61,35 30 23 32,info@partner-fuer-spandau.de,www.partner-fuer-spandau.de,www.weinsommer.de,K.A.,
312,Spandau,Flugplatzfest und Tag der Reservisten in Berlin,Militärhistorisches Museum Flugplatz Berlin-Gatow,14089,05.09.2015,06.09.2015,10:00-18:00,Militärhistorisches Museum Flugplatz Berlin-Gatow,36 87 26 01,,,www.mhm-gatow.de," Anfahrt und Einlass über ""Am Flugplatz Gatow"" (Museumseingang)",Eintritt frei,
314,Spandau,34. Burgfest auf der Zitadelle,Zitadelle Spandau,,12.09.2015,13.09.2015,"Sa 11:00-23:00
So 11:00-20:00",Arbeitsgemeinschaft Altstadt Spandau e. V.,333 83 77,333 70 41,jahn@ag-altstadt-spandau.de,www.ag-altstadt-spandau.de,,"Erwachsene 9 €, Kinder 5 bis 14 Jahre 3 €",Eintritt
316,Spandau,Erntedankfest im Evangelischen Johannesstift,Schönwalder Allee 26,13587,27.09.2015,27.09.2015,11:00-19:00,Evangelisches Johannesstift,33 60 90,,info@evangelisches-johannesstift.de,www.evangelisches-johannesstift.de,,K.A.,
318,Spandau,Lichterfest - 1000 Sterne über Spandau,Zitadelle Spandau,,03.10.2015,03.10.2015,17:00-23:00,Arbeitsgemeinschaft Altstadt Spandau e. V.,333 83 77,333 70 41,jahn@ag-altstadt-spandau.de,,,K.A.,
320,Spandau,Oktoberfest Spandau,,,09.10.2015,24.10.2015,15:00 - 24:00,Schaustellerbetrieb Thilo-Harry Wollenschlaeger,0163/400 05 00,03322/423 41 39,info@wollenschlaeger-berlin.de,www.wollenschlaeger-berlin.de,,K.A.,Uhrzeit
322,Spandau,Silvesterparty in der Zitadelle,Zitadelle Spandau,,31.12.2015,31.12.2015,ab 19:00,Arbeitsgemeinschaft Altstadt Spandau e. V.,333 83 77,333 70 41,jahn@ag-altstadt-spandau.de,www.ag-altstadt-spandau.de,,"Erwachsene 12,00 € , Kinder bis 2 – 14 Jahre 3,00 €",Eintritt
324,Steglitz-Zehlendorf,Frühlingsfest auf der Domäne Dahlem,Königin-Luise-Str. 49,,28.03.2015,29.03.2015,10:00-18:00,Domäne Dahlem Veranstaltungsgesellschaft mbH,66 63 00 - 0,66 63 00 20,kontakt@domaene-dahlem.de,www.domaene-dahlem.de,"Zugrindervorführung 15:00-16:30,","Eintritt 2 €, ermäßigt 1 €, Kinder bis 16 Jahre frei",
326,Steglitz-Zehlendorf,Ostermarkt auf dem Ferdinandmarkt,Ferdinandstr. 34/35,,22.03.2015,22.03.2015,11:00-18:00,Thomas Degenhardt,824 20 45,824 20 47,info@gv-degenhardt.de,www.gv-degenhardt.de,,K.A.,
328,Steglitz-Zehlendorf,13. Berliner Bratwurstmeisterschaft auf der Domäne Dahlem,Königin-Luise-Str. 49,,19.04.2015,19.04.2015,10:00-18:00,Domäne Dahlem Veranstaltungsgesellschaft mbH,66 63 00 - 0,66 63 00 20,kontakt@domaene-dahlem.de,www.domaene-dahlem.de,,"Eintritt 2 €, ermäßigt 1 €, Kinder bis 16 Jahre frei",
330,Steglitz-Zehlendorf,Künstlerstation am Bahnhof Mexikoplatz (Jahrmarkt),Bahnhof Mexikoplatz,,29.03.2015,29.03.2015,11:00-19:00,Frau Ramona Martin,802 87 79,,,,,K.A.,
332,Steglitz-Zehlendorf,Kleiner Historischer Jahrmarkt auf der Domäne Dahlem,Königin-Luise-Str. 49,,25.04.2015,26.04.2015,11:00-19:00,Domäne Dahlem Veranstaltungsgesellschaft mbH,66 63 00 - 0,66 63 00 20,kontakt@domaene-dahlem.de,www.domaene-dahlem.de,,"Eintritt 2 €, ermäßigt 1 €, Kinder bis 16 Jahre frei",
334,Steglitz-Zehlendorf,Ruff uff'n Rummel! Auf der Domäne Dahlem,Königin-Luise-Str. 49,,01.05.2015,03.05.2015,11:00-19:00,Domäne Dahlem Veranstaltungsgesellschaft mbH,66 63 00 - 0,66 63 00 20,kontakt@domaene-dahlem.de,www.domaene-dahlem.de,,"Eintritt 2 €, ermäßigt 1 €, Kinder bis 16 Jahre frei",Uhrzeit
336,Steglitz-Zehlendorf,"Museumsfest ""40""","Museumsdorf Düppel, Clauertstr. 11",14163,17.05.2015,17.05.2015,10:00-17:00,Museumsdorf Düppel,802 66 71,,info@dueppel.de,www.dueppel.de,,Eintritt frei,
338,Steglitz-Zehlendorf,63. Steglitzer Woche,"Festpark am Teltowkanal, Bäkepark",,22.05.2015,07.06.2015,"Mo-Do 15:00-22:00
Fr 15:00-23:00
Sa 14:00-23:00
So 14:00-22:00","Schaustellerverband Berlin e. V.,
213 32 90, 213 40 34",213 32 90,213 40 34,info@svbev.de,www.schaustellerverband-berlin.de,"mittwochs halbe Preise auf alle Karussells und Bahnen, ",Eintritt frei,Eintritt
340,Steglitz-Zehlendorf,Ritterfest,"Museumsdorf Düppel, Clauertstr. 11",14163,23.05.2015,25.05.2015,10:00-17:00,Museumsdorf Düppel,802 66 71,,info@dueppel.de,www.dueppel.de,,"Eintritt 5 €, ermäßigt 2,50 €",
342,Steglitz-Zehlendorf,Interkulturelle Infobörse - mit kulturellem Rahmenprogramm,"Rathaus Zehlendorf, Bürgersaal, Teltower Damm 18, 14163 Berlin (Zehlendorf-Mitte)",14163,02.06.2015,02.06.2015,15:00-20:00,"Bezirksamt Steglitz-Zehlendorf, Büro des Bezirksbürgermeisters, Beauftragte für Integration & Migration",,,,http://www.berlin.de/ba-steglitz-zehlendorf/verwaltung/integration/index.html,,K.A.,
344,Steglitz-Zehlendorf,21. Fête de la Musique,,,21.06.2015,21.06.2015,,"Fête Company, Wallstr. 15a, 10179 Berlin",,,hallo@fetedelamusique.de,wwww.fetedelamusique.de,Veranstaltungsorte und Uhrzeiten: siehe gesondertes Verzeichnis,Eintritt frei,Eintritt
346,Steglitz-Zehlendorf,Brandenburger Spezialitätenmarkt - Regional und Bio auf der Domäne Dahlem,Königin-Luise-Str. 49,,22.08.2015,23.08.2015,10:00-18:00,Domäne Dahlem Veranstaltungsgesellschaft mbH,66 63 00 - 0,66 63 00 20,kontakt@domaene-dahlem.de,www.domaene-dahlem.de,,"Eintritt 2 €, ermäßigt 1 €, Kinder bis 16 Jahre frei",
348,Steglitz-Zehlendorf,AWO Sommerfest,"Museumsdorf Düppel, Clauertstr. 11",14163,30.08.2015,30.08.2015,10:00-17:00,Museumsdorf Düppel,802 66 71,,info@dueppel.de,www.dueppel.de,,"Eintritt 3 €, ermäßigt 1,50 €",
350,Steglitz-Zehlendorf,Mittelalterlicher Markt und Spectaculum mit Ritterturnier Kramer Zunft und Kurtzweyl auf der Domäne Dahlem,Königin-Luise-Str. 49,,05.09.2015,06.09.2015,11:00-19:00,Domäne Dahlem Veranstaltungsgesellschaft mbH,66 63 00 - 0,66 63 00 20,kontakt@domaene-dahlem.de,www.domaene-dahlem.de,,"Eintritt 5 €, ermäßigt 3 €, Kinder unter Schwertmaß frei",
352,Steglitz-Zehlendorf,Kartoffelfest auf der Domäne Dahlem,Königin-Luise-Str. 49,,19.09.2015,20.09.2015,10:00-19:00,Domäne Dahlem Veranstaltungsgesellschaft mbH,66 63 00 - 0,66 63 00 20,kontakt@domaene-dahlem.de,www.domaene-dahlem.de,,"Eintritt 2 €, ermäßigt 1 €, Kinder bis 16 Jahre frei",
354,Steglitz-Zehlendorf,Künstlerstation am Bahnhof Mexikoplatz (Jahrmarkt),Bahnhof Mexikoplatz,,13.09.2015,13.09.2015,11:00-19:00,Frau Ramona Martin,802 87 79,,,,,K.A.,
356,Steglitz-Zehlendorf,Erntefest auf der Domäne Dahlem,Königin-Luise-Str. 49,,10.10.2015,11.10.2015,10:00-18:00,Domäne Dahlem Veranstaltungsgesellschaft mbH,66 63 00 - 0,66 63 00 20,kontakt@domaene-dahlem.de,www.domaene-dahlem.de,,"Eintritt 2 €, ermäßigt 1 €, Kinder bis 16 Jahre frei",
358,Steglitz-Zehlendorf,27. Berliner Textilhandwerksmarkt mit Sankt-Martin-Laternenumzug auf der Domäne Dahlem,Königin-Luise-Str. 49,,07.11.2015,08.11.2015,10:00-18:00,Domäne Dahlem Veranstaltungsgesellschaft mbH,66 63 00 - 0,66 63 00 20,kontakt@domaene-dahlem.de,www.domaene-dahlem.de,"Umzug jeweils ca. 17:30, ","Eintritt 2 €, ermäßigt 1 €, Kinder bis 16 Jahre frei",
512,Stolzenhagen,7. Stolzenhagener Drachenbootrennen,,,06.06.2015,06.06.2015,Beginn: 10:00,"Stadt Stolzenhagen, Organisation: Wassersportzentrum Oranienburg",03301/53 95 90,03301/53 95 91,info@wassersportzentrum-oranienburg.de,www.wassersportzentrum-oranienburg.de,,K.A.,
544,Storkow,"6. Gaukler-Burgfest auf der Burg - Historischer Gauklermarkt, Gaukler-Musik, Gaukler-Märchen & Gaukler-Feuer-Show",Burg Storkow,15859,15.08.2015,16.08.2015,"Sa 10:00-23:00
So 10:00-19:00",Carnica Historische Feste & Märkte,0171/515 32 70,033602/29 64,post@carnica.de,www.carnica-spectaculi.de,,"Eintritt Erwachsene 6 €, Kinder bis 5 Jahre frei, Kinder 6 - 16 Jahre 4 €, Schüler, Studenten 5 €, Familie 15 € (2 Erwachsene mit eigenen Kindern bis 16 Jahre)",Eintritt
452,Teltow,Osterfeuer in Ruhlsdorf,"Festwiese am Röthepfuhl, Teltow, Ortsteil Ruhlsdorf",,05.04.2015,05.04.2015,18:00-22:00,"Heimatfreunde Teltow e. V. & Stadt Teltow, Jörg-Peter Mehlhose",Tel.:03328/44 47 03,,info@heimatfreunderuhlsdorf.de,www.heimatfreunde-ruhlsdorf.de,,Eintritt frei,Eintritt
458,Teltow,Japanisches Kirschblütenfest - Hanami,"Entlang des Berliner Mauerwegs bei Teltow/Berlin-Lichterfelde, Lichterfelder Allee/Marienfelder Anger/Sigridshorst",,26.04.2015,26.04.2015,13:00-18:00,"Stadt Teltow, Michael Belkner",03328/478 12 40,,m.belkner@teltow.de,Carola.fanter@t-online.de,,K.A.,
462,Teltow,Maibaum & Tanz in den Mai,Marktplatz Teltow,,02.05.2015,02.05.2015,10:00,"Lokale Agenda 21 der Stadt Teltow und Stadtverwaltung Teltow, Cornelia Neumann",03328/478 12 41,,c.neumann@teltow.de,www.teltow.de,,K.A.,
526,Teltow,Festumzug: Feierlicher Jubiläumszug durch Teltow,Im Stadtgebiet,,12.07.2015,12.07.2015,K.A.,"Lokale Agenda 21 der Stadt Teltow und Stadtverwaltung Teltow, Cornelia Neumann",03328/478 12 41,,c.neumann@teltow.de,www.teltow.de,,K.A.,
528,Teltow,Fest: Gemeinsam feiern im Mattausch-Park,Mattausch-Park,,12.07.2015,12.07.2015,ab 10:00,"Lokale Agenda 21 der Stadt Teltow und Stadtverwaltung Teltow, Cornelia Neumann",03328/478 12 41,,c.neumann@teltow.de,www.teltow.de,,K.A.,Uhrzeit
562,Teltow,"""Tag der Offenen Höfe""",Teltower Altstadt,,30.08.2015,30.08.2015,12:00-18:00,"Lokale Agenda 21 der Stadt Teltow und Stadtverwaltung Teltow, Cornelia Neumann",03328/478 12 41,,c.neumann@teltow.de,www.teltow.de,,K.A.,
564,Teltow,7. Ritterfest in Teltow,,14513,05.09.2015,06.09.2015,"Sa 10:00-22:00
So 10:00-19:00",Carnica Historische Feste & Märkte,0171/515 32 70,033602/29 64,post@carnica.de,www.carnica-spectaculi.de,,"Eintritt Erwachsene 6 €, Kinder bis 5 Jahre frei, Kinder 6 - 16 Jahre 4 €, Schüler, Studenten, gewandete Gäste 5 € , Familie 15 € (2 Erwachsene mit eigenen Kindern bis 16 Jahre)",
566,Teltow,Irischer Abend,Marktplatz Teltow,,11.09.2015,11.09.2015,19:00,"Stadtverwaltung Teltow, Cornelia Neumann",03328/478 12 41,,c.neumann@teltow.de,www.teltow.de,,K.A.,
600,Teltow,Rübchenfest,"Am Röthepfuhl, Teltow, Ortsteil Ruhlsdorf",,27.09.2015,27.09.2015,12:00-19:00,"Förderverein für das Teltower Rübchen e. V., Sören Kosanke (Vorsitzender)",03328/33 73 07,,post@soeren-kosanke.de,www.teltowerruebchen.de,,K.A.,
606,Teltow,Teltower Stadtfest,"Gewerbepark Techno Terrain Teltow, Rheinstraße",,01.10.2015,04.10.2015,"Fr 16:00-24:00
Sa 12:00-24:00
So 12:00-22:00","Stadt Teltow, Michael Belkner",03328/478 12 40,,m.belkner@teltow.de,www.teltow.de,,K.A.,
614,Teltow,Ruhlsdorfer Oktoberfest,"Teltow, Ortsteil Ruhlsdorf",,16.10.2015,18.10.2015,ab Fr: 19:00,"Heimatfreunde Ruhlsdorf e. V. & Stadt Teltow, Jörg-Peter Mehlhose",03328/478 12 40,,info@heimatfreunderuhlsdorf.de,www.heimatfreunde-ruhlsdorf.de,,K.A.,Uhrzeit
360,Tempelhof-Schöneberg,19. Osterfest Hauptstraße,In Berlin-Schöneberg zwischen Kaiser-Wilhelm-Platz und Dominicusstraße,,04.04.2015,06.04.2015,"Sa.-So. 10-22 Uhr, Mo. 10-20 Uhr",Nareyka Event GmbH,229 04 86/87,229 25 00,info@nareyka.de,www.nareyka.de,,K.A.,Uhrzeit
362,Tempelhof-Schöneberg,Frühlingsfest im Kärntener-Kiez,"Kärntener Straße, Berlin-Schöneberg",,25.04.2015,25.04.2015,11:00-16:00,Kontakt: Fabian Lenzen,781 51 02,,,,,K.A.,
364,Tempelhof-Schöneberg,42. Frühlingsfest Rheinstraße,in Berlin-Schöneberg zwischen Walther-Schreiber-Platz und Kaisereiche,,09.05.2015,10.05.2015,Sa: 10:00 - 22:00 So: 12:00 - 22:00,Nareyka Event GmbH,229 04 86/87,229 25 00,info@nareyka.de,www.nareyka.de,,K.A.,Uhrzeit
366,Tempelhof-Schöneberg,Schöneberger Mai & Spargelfest,Am Rathaus Schöneberg im Rudolph-Wilde-Park,,09.05.2015,10.05.2015,"Sa 11:00-21:00
So 10:00-20:00","MS-Event-Agentur, Frau Sieg-Heuke",0173/237 88 55,,sieg@ms-event-agentur.com,www.MS-Event-Agentur.com,im Auftrag der Bezirksbürgermeisterin A. Schöttler von Tempelhof-Schöneberg,K.A.,
368,Tempelhof-Schöneberg,Kunst trifft Wein - 6. Lichtenrader Maientanz,"am Dorfteich, Alt-Lichtenrade",12309,01.05.2015,03.05.2015,"Fr 16:00-22:00
Sa 12:00-23:00
So 12:00-20:00",Family & Friends e. V. ,3055521,305 55 21,weinfest@family-and-friends-eV.de,www.family-and-friends-eV.de,,K.A.,
370,Tempelhof-Schöneberg,Primavera = Frühling auf der Akazienstraße,"Akazienstraße, Belziger Straße, Berlin-Schöneberg",,02.05.2015,03.05.2015,"Sa 11:00-21:00
So 10:00-20:00","MS-Event-Agentur, Frau Sieg-Heuke",0173/237 88 55,,sieg@ms-event-agentur.com,www.MS-Event-Agentur.com,unter der Schirmherrschaft des Stadtrates Oliver Schworck,K.A.,
372,Tempelhof-Schöneberg,7. CrelleChorfest - Die Crellestraße gibt den Ton an - Gesang in allen Tonlagen,"Crellestraße, Schöneberg",,06.06.2015,06.06.2015,13:00-19:00,Netzwerk Crelle-Kiez.de,78 71 64 73,,info@crelleton.de,www.crelleton.de,,K.A.,
374,Tempelhof-Schöneberg,23. Lesbisch-schwules Stadtfest Berlin,Motzstraße/Eisenacher Straße/Fuggerstraße/Kalckreuthstraße/Nollendorfplatz,,20.06.2015,21.06.2015,ab 11:00,Regenbogenfonds e. V.,21 47 35 86,21 47 35 88,info@regenbogenfonds.de,www.regenbogenfonds.de,,Eintritt frei,Eintritt
376,Tempelhof-Schöneberg,21. Fête de la Musique,,,21.06.2015,21.06.2015,,"Fête Company, Wallstr. 15a, 10179 Berlin","",,hallo@fetedelamusique.de,www.fetedelamusique.de,Veranstaltungsorte und Uhrzeiten: siehe gesondertes Verzeichnis,Eintritt frei,Eintritt
378,Tempelhof-Schöneberg,TSV Sommer - Sportfest auf dem Gelände der Feuerwache - 125-jähriges Jubiläum,"Vereinsgelände ""Alte Feuerwache"", Alt-Marienfelde 36",,27.06.2015,27.06.2015,14:00-20:00,TSV Marienfelde 1890 e. V.,722 45 46,74 30 59 65,sport@tsv-marienfelde.de,www.tsv-marienfelde.de,,K.A.,
380,Tempelhof-Schöneberg,32. Rocktreff & Spielfest,Volkspark Mariendorf,,10.07.2015,12.07.2015,12:00 - 18:00,"Catering Company GmbH, Herr Arzig","282 21 84, 0170/222 12 20",28 59 81 40,cateringcompany@email.de,www.catering-company-berlin.de,,Eintritt frei,"Uhrzeit, Eitnritt"
382,Tempelhof-Schöneberg,43. Jazzfest Rheinstraße!,in Berlin-Schöneberg zwischen Walther-Schreiber-Platz und Kaisereiche,,04.07.2015,05.07.2015,"Sa 10:00-22:00
So 10:00-20:00",Nareyka Event GmbH,229 04 86/87,229 25 00,info@nareyka.de,www.nareyka.de,,K.A.,
384,Tempelhof-Schöneberg,16. Cöpenicker Whisky-Herbst,"Malzfabrik Tempelhof, Bessemerstr. 2 - 14",12103,04.09.2015,05.09.2015,"Fr 15:00-22:00
Sa 12:00-22:00",Cöpenicker Whiskyherbst GbR,784 50 10,,whiskyherbst@aol.com,www.whisky-herbst.de,,Eintritt 10 €,
386,Tempelhof-Schöneberg,28. Wein- und Winzerfest - Wein trifft Kunst,"das Original am Dorfteich, Alt-Lichtenrade",12309,11.09.2015,13.09.2015,"Fr 16:00-22:00
Sa 12:00-23:00
So 12:00-20:00",Family & Friends e. V.,305 55 21,305 55 21,weinfest@family-and-friends-eV.de,www.family-and-friends-eV.de,,K.A.,
388,Tempelhof-Schöneberg,19. Traditionelles Hauptstraßenfest,Berlin-Schöneberg zwischen Kaiser-Wilhelm-Platz und Dominicusstraße,,14.05.2015,17.05.2015,"Sa.-So. 10-22 Uhr, Mo. 10-20 Uhr",Nareyka Event GmbH,229 04 86/87,229 25 00,info@nareyka.de,www.nareyka.de,,Eintritt frei,Uhrezeit Eintritt
390,Tempelhof-Schöneberg,16. Schöneberger Kürbisfest,"Akazienstraße, Belziger Straße, Berlin-Schöneberg",,03.10.2015,04.10.2015,"Sa 11:00-21:00
So 10:00-20:00","MS-Event-Agentur, Frau Sieg-Heuke",0173/237 88 55,,sieg@ms-event-agentur.com,www.MS-Event-Agentur.com,unter der Schirmherrschaft der Bezirksbürgermeisterin A. Schöttler von Tempelhof-Schöneberg,K.A.,
636,Tempelhof-Schöneberg,Israel-Tag,Wittenbergplatz,,24.04.2015,24.04.2015,15:00-18:00,"Deutsch-Israelische Gesellschaft e. V., Arbeitsgemeinschaft Berlin und Potsdam, Auguststr. 80, 10117 Berlin","",,israeltag.berlin@gmail.com,www.digberlin.de,schalom@digberlin.de,Eintritt frei,Eintritt
392,Treptow-Köpenick,11. Köpenicker Winzerfrühling,"Altstadt Köpenick, Luisenhain und Schlossinsel",,24.04.2015,26.04.2015,"Fr ab 14:00
Sa ab 12:00
So ab 11:00","IG Altstadt Köpenick e. V./Bezirksamt Treptow-Köpenick, Herr Lemaitre",0173/617 25 5,61 67 40 09,info@lemaitre-events.de,www.winzerfest-köpenick.de,,K.A.,
394,Treptow-Köpenick,3. Berliner Wassersportfest,"Regatta-Anlage Berlin-Grünau im, am und auf dem Langen See",,01.05.2015,03.05.2015,10:00-20:00,"Berliner Wassersportfest GmbH, Grünstr. 4, 12555 Berlin",89 37 66 98,,info@wassersportfest.de,info@schlesingerevents.de,Organisation: Schlesinger Events,K.A.,
396,Treptow-Köpenick,Späth'er Frühling,"Berlin-Baumschulenweg, Späthstr. 80/81",,09.05.2015,10.05.2015,09:00-18:00,Späth'sche Baumschulen Handel GmbH,639 00 30,63 90 03 30,info@spaethsche-baumschulen.de,www.spaethsche-baumschulen.de,,"Eintritt 5 €, Kinder bis 16 Jahre frei",
398,Treptow-Köpenick,25. Fest auf der Bölsche,Bölschestraße Friedrichshagen,,09.05.2015,10.05.2015,ab 10:00,LAUBINGER Veranstaltungsagentur,033439/14 34 90,033439/14 34 92,info@laubinger.de,www.laubinger.de,"traditionsreiches Straßenfest mit großem Bühnenprogramm, Feuerwerk auf dem Müggelsee, Trödel- und Kunstmarkt in Zusammenarbeit mit: Werbegemeinschaft Friedrichshagen e. V.",K.A.,Uhrezeit
400,Treptow-Köpenick,Fest für Demokratie,Am Bahnhof Schöneweide und auf der Schnellerstraße,,30.05.2015,30.05.2015,13:00-20:00,"Bündnis für Demokratie und Toleranz, Frau Kati Becker","
65 48 72 93",65 48 72 93,zentrum@offensiv91.de,www.demokratie-tk.de,,Eintritt frei,Eintritt
402,Treptow-Köpenick,Musik im Park,Schlossinsel Köpenick,,27.05.2015,26.08.2015,jeden Mittwoch ab 18:00,"KuKuK e. V., Puchanstr. 7, 12555 Berlin, Matthias Schlesinger",0173/543 60 73 und 68,,info@kukuk-berlin.de,www.kukuk-berlin.de,Livemusik,Eintritt frei,Eintritt
404,Treptow-Köpenick,Müggelheimer Angerfest,"Dorfanger Müggelheim, Genzler-Hof, Alt-Müggelheim 9, und Baeyer-Hof, Alt-Müggelheim 5",,05.06.2015,07.06.2015,,"Müggelheimer Heimatverein e. V., Herr Belitz",659 86 13,65 94 15 33,mueggelheimer-heimatverein@gmx.de,www.mueggelheimer-heimatverein.de,Beginn am 04.06.: mit Rockmusik durch die Winzernacht auf dem Genzler-Hof,K.A.,
406,Treptow-Köpenick,54. Köpenicker Sommer mit dem historischen Festumzug und großem Höhenfeuerwerk,entlang der Köpenicker Altstadt,,19.06.2015,21.06.2015,"Fr 12:00-22:30
Sa 10:00-22:30 (im Luisenhain bis 24:00)
So 10:00-20:00","Jüttner Entertainment, Christian Jüttner",52 64 66 89 und 0152/33 90 83 98,52 64 66 90,info@juettner-entertainment.de,www.jüttner-entertainment.de,"ch.juettner@web.de, ",Eintritt frei,
408,Treptow-Köpenick,19. Kietzer Sommer,Fischerkietz,,20.06.2015,20.06.2015,11:00-23:00,Der Cöpenicker e. V.,65 88 00 94,65 88 00 93,coepenicker@online.de,www.der-coepenicker.de,,K.A.,
410,Treptow-Köpenick,21. Fête de la Musique,,,21.06.2015,21.06.2015,ab 16:00,"Fête Company, Wallstr. 15a, 10179 Berlin","",,hallo@fetedelamusique.de,www.fetedelamusique.de,Veranstaltungsorte und Uhrzeiten: siehe gesondertes Verzeichnis,Eintritt frei,Uhrezeit
412,Treptow-Köpenick,19. Müggelland-Rallye mit MG-Club Berlin - Old-Timer-Show,Start in der Straße zwischen Kirche und Alter Schule,,27.06.2015,27.06.2015,ab 09:00,"Müggelheimer Heimatverein e. V., Herr Belitz",659 86 13,65 94 15 33,Mueggelheimer-heimatverein@gmx.de,www.mueggelheimer-heimatverein.de,Old-Timer Show auf dem Dorfanger ab ca. 15:00,K.A:,
414,Treptow-Köpenick,Köpenicker Winzersommer,"Altstadt Köpenick, Luisenhain und Schlossinsel",12557,21.08.2015,23.08.2015,"Fr ab 14:00
Sa ab 12:00
So ab 11:00","IG Altstadt Köpenick e. V./Bezirksamt Köpenick von Berlin, Herr Lemaitre",0173/617 25 51,61 67 40 09,info@lemaitre-events.de,www.winzerfest-köpenick.de,,K.A.,
416,Treptow-Köpenick,13. Katzengraben-/Wäscherinnenfest,Futranplatz,,29.08.2015,29.08.2015,11:00 -  23:00,"Bezirksamt Treptow-Köpenick von Berlin/Anwohnerinitiative ""Organisatorenteam Katzengrabenfest"", Herr Pabst",90297 - 27 60,90297 - 28 50,veranstaltungen@ba-tk.berlin.de,www.katzengrabenfest.de,,K.A.,Uhrzeit
418,Treptow-Köpenick,Köpenicker Whiskyfest 2015,freiheit fünfzehn,12555,04.09.2015,05.09.2015,15:00-23:00,"ake GmbH, Herr Karnowski",65 88 78 12,76 76 38 86,info@schlesingerevents.de,www.schlesingerevents.de,"Eintritt, Organisation: Schlesinger Events",K.A.,bemerkungen
420,Treptow-Köpenick,19. Adlershofer Herbstfest,,,19.09.2015,19.09.2015,11:00 - 19:00,"Adlershofer Festkomitee, Herr Staneczek",677 24 58,,,,,K.A.,Uhrzeit
422,Treptow-Köpenick,Altglienicker Spätsommerfest,Ortskern Altglienicke,,13.09.2015,13.09.2015,14:00 - 18:00,"Wirtschaftsverband Altglienicker Unternehmer und Umgebung e. V., Herr Schulz",673 60 04,67 80 54 48,,www.altglienicke.de,,K.A.,Uhrzeit
424,Treptow-Köpenick,7. Flugkistenrennen 2015,"Sportanlage, Segelfliegerdamm 47a, Berlin-Johannisthal",12487,19.09.2015,19.09.2015,13:00-17:00,"AG Flugkistenrennen, unterstützt durch das Bezirksamt Treptow-Köpenick von Berlin",63 97 90 58,,info@johflug.de,www.johflug.de,,K.A.,
426,Treptow-Köpenick,Traditionsfest mit grünem Markt,"Berlin-Baumschulenweg, Späthstr. 80/81",,19.09.2015,20.09.2015,09:00-18:00,Späth'sche Baumschulen Handel GmbH,639 00 30,63 90 03 30,info@spaethsche-baumschulen.de,www.spaethsche-baumschulen.de,,"Eintritt 5 €, Kinder bis 16 Jahre frei",
